"Item_Identifier","Item_Category","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Years_Open","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"I24","FD",12.2771082089552,"Low Fat",0.078362484,"Baking Goods",177.937,28,"OUT027","Medium","Tier 3","Supermarket Type3",6704.606
"I19","FD",15.1,"Low Fat",0.052339069,"Meat",242.7512,16,"OUT046","Small","Tier 1","Supermarket Type1",4119.9704
"F24","FD",15.5,"Regular",0.042464962,"Baking Goods",81.5934,15,"OUT010","Medium","Tier 3","Grocery Store",327.5736
"G52","FD",13.65,"Low Fat",0.065732883,"Frozen Foods",45.7402,14,"OUT049","Medium","Tier 1","Supermarket Type1",780.9834
"F36","DR",16.1,"Low Fat",0.023625114,"Soft Drinks",189.3846,11,"OUT045","Small","Tier 2","Supermarket Type1",3630.6074
"S45","FD",12.9878795546559,"Regular",0.051643608,"Snack Foods",107.3622,28,"OUT019","Small","Tier 1","Grocery Store",317.5866
"X40","FD",12.85,"Low Fat",0.165694219,"Frozen Foods",39.7164,15,"OUT010","Medium","Tier 3","Grocery Store",231.6984
"K12","DR",9.5,"Low Fat",0.041878397,"Soft Drinks",32.99,9,"OUT035","Small","Tier 2","Supermarket Type1",133.16
"C27","DR",13.8,"Low Fat",0.058091482,"Dairy",245.1802,9,"OUT035","Small","Tier 2","Supermarket Type1",5650.6446
"L58","FD",5.78,"Regular",0,"Snack Foods",263.7568,6,"OUT017","Small","Tier 2","Supermarket Type1",2636.568
"D30","NC",19.7,"Low Fat",0.026903714,"Household",96.0726,11,"OUT045","Small","Tier 2","Supermarket Type1",1272.3438
"Z54","NC",14.65,"Low Fat",0,"Household",161.5552,15,"OUT010","Medium","Tier 3","Grocery Store",324.9104
"E10","FD",6.67,"Regular",0.150554711,"Snack Foods",130.0626,15,"OUT010","Medium","Tier 3","Grocery Store",131.1626
"R44","FD",6.11,"Regular",0,"Fruits and Vegetables",131.2968,15,"OUT010","Medium","Tier 3","Grocery Store",260.9936
"P28","FD",13.65,"Regular",0.134975628,"Frozen Foods",260.0936,15,"OUT010","Medium","Tier 3","Grocery Store",260.9936
"X15","FD",17.2,"Low Fat",0.15616879,"Meat",160.6578,26,"OUT013","High","Tier 3","Supermarket Type1",3690.5294
"A39","FD",6.32,"Low Fat",0,"Meat",40.2822,9,"OUT035","Small","Tier 2","Supermarket Type1",1139.1838
"Y24","FD",4.88,"Regular",0.133700752,"Baking Goods",52.9298,14,"OUT049","Medium","Tier 1","Supermarket Type1",1995.4026
"C60","FD",5.425,"Regular",0.115119905,"Baking Goods",88.3514,6,"OUT017","Small","Tier 2","Supermarket Type1",1416.8224
"H28","FD",15.85,"Regular",0.110030997,"Frozen Foods",37.2506,16,"OUT046","Small","Tier 1","Supermarket Type1",265.6542
"T25","FD",7.5,"Low Fat",0.051038045,"Canned",121.7072,6,"OUT017","Small","Tier 2","Supermarket Type1",3552.7088
"J13","DR",12.65,"Low Fat",0.062837968,"Soft Drinks",161.5578,26,"OUT013","High","Tier 3","Supermarket Type1",2406.867
"O07","NC",13.8532846715328,"Low Fat",0.017116983,"Others",211.956,28,"OUT019","Small","Tier 1","Grocery Store",213.056
"W20","FD",20.75,"Low Fat",0.024129332,"Fruits and Vegetables",124.173,26,"OUT013","High","Tier 3","Supermarket Type1",2956.152
"F27","DR",13.4260689045936,"Low Fat",0.049754975,"Dairy",152.134,28,"OUT019","Small","Tier 1","Grocery Store",153.134
"S49","FD",9,"Low Fat",0,"Canned",79.7644,9,"OUT035","Small","Tier 2","Supermarket Type1",1649.8524
"X25","FD",12.3057050092764,"Low Fat",0.101561568,"Canned",181.9292,28,"OUT027","Medium","Tier 3","Supermarket Type3",3101.2964
"X42","NC",13.3847364953887,"Low Fat",0.005949644,"Household",165.6526,28,"OUT027","Medium","Tier 3","Supermarket Type3",4769.1254
"G33","FD",12.5528431372549,"Regular",0.13956116,"Seafood",170.4764,28,"OUT027","Medium","Tier 3","Supermarket Type3",3435.528
"L56","FD",14.1,"Low Fat",0.126035694,"Fruits and Vegetables",86.4198,11,"OUT045","Small","Tier 2","Supermarket Type1",1133.8574
"F14","FD",7.55,"Low Fat",0.027164679,"Canned",152.334,9,"OUT035","Small","Tier 2","Supermarket Type1",2603.278
"D06","NC",13,"Low Fat",0.099325278,"Household",45.406,16,"OUT046","Small","Tier 1","Supermarket Type1",605.878
"M47","DR",11.4003278688525,"Low Fat",0.04357366,"Hard Drinks",192.8846,28,"OUT027","Medium","Tier 3","Supermarket Type3",2293.0152
"S46","FD",12.9878795546559,"Regular",0.082741482,"Snack Foods",118.7782,28,"OUT019","Small","Tier 1","Grocery Store",119.1782
"B35","FD",12.3,"Regular",0.064565202,"Starchy Foods",92.9804,26,"OUT013","High","Tier 3","Supermarket Type1",1929.4884
"X21","FD",12.9878795546559,"Low Fat",0.084554569,"Snack Foods",109.8912,28,"OUT027","Medium","Tier 3","Supermarket Type3",2074.6328
"U05","NC",13.1423139534884,"Low Fat",0.058451805,"Health and Hygiene",79.9618,28,"OUT027","Medium","Tier 3","Supermarket Type3",241.6854
"R38","NC",17.25,"Low Fat",0.113748685,"Household",251.3724,11,"OUT045","Small","Tier 2","Supermarket Type1",6795.1548
"R18","NC",15.85,"Low Fat",0.020603511,"Household",42.7112,6,"OUT017","Small","Tier 2","Supermarket Type1",639.168
"U41","NC",18.85,"Low Fat",0.052044976,"Health and Hygiene",192.1846,9,"OUT035","Small","Tier 2","Supermarket Type1",3248.4382
"Y56","FD",16.35,"Regular",0.062764429,"Fruits and Vegetables",227.6062,6,"OUT017","Small","Tier 2","Supermarket Type1",7222.5984
"J51","DR",14.1,"Low Fat",0.087977262,"Dairy",229.0668,9,"OUT035","Small","Tier 2","Supermarket Type1",3225.1352
"K21","FD",7.905,"Low Fat",0.010010425,"Snack Foods",249.0408,9,"OUT035","Small","Tier 2","Supermarket Type1",3755.112
"Y25","FD",12,"Low Fat",0.033946163,"Canned",179.3976,26,"OUT013","High","Tier 3","Supermarket Type1",3440.8544
"U44","FD",12.15,"Regular",0.058414678,"Fruits and Vegetables",163.4552,9,"OUT035","Small","Tier 2","Supermarket Type1",974.7312
"L43","FD",10.1,"Low Fat",0.027106459,"Meat",75.367,14,"OUT049","Medium","Tier 1","Supermarket Type1",535.969
"F05","FD",17.5,"Low Fat",0.027022883,"Frozen Foods",262.491,6,"OUT017","Small","Tier 2","Supermarket Type1",5259.82
"F15","DR",13.4260689045936,"Low Fat",0.058153409,"Dairy",152.034,28,"OUT019","Small","Tier 1","Grocery Store",306.268
"L20","FD",17.1,"Low Fat",0.128937661,"Fruits and Vegetables",112.3886,4,"OUT018","Medium","Tier 3","Supermarket Type2",1779.0176
"V32","FD",7.785,"Low Fat",0.088846306,"Fruits and Vegetables",61.451,14,"OUT049","Medium","Tier 1","Supermarket Type1",759.012
"J34","FD",11.8,"Regular",0.09357779,"Snack Foods",125.9704,26,"OUT013","High","Tier 3","Supermarket Type1",1877.556
"G08","FD",13.15,"Regular",0.165694678,"Fruits and Vegetables",171.8764,11,"OUT045","Small","Tier 2","Supermarket Type1",3779.0808
"Q04","FD",12.867061281337,"Low Fat",0.148392623,"Frozen Foods",41.5796,28,"OUT019","Small","Tier 1","Grocery Store",41.2796
"W13","FD",8.5,"Low Fat",0.098438394,"Canned",51.1324,6,"OUT017","Small","Tier 2","Supermarket Type1",259.662
"I17","NC",8.645,"Low Fat",0.143303291,"Health and Hygiene",96.341,26,"OUT013","High","Tier 3","Supermarket Type1",193.082
"Y03","FD",17.6,"Regular",0.076276208,"Meat",110.9202,11,"OUT045","Small","Tier 2","Supermarket Type1",1687.803
"S12","FD",9.1,"Low Fat",0.175103435,"Baking Goods",127.5362,6,"OUT017","Small","Tier 2","Supermarket Type1",4655.9394
"J55","FD",12.8,"Regular",0.023511371,"Meat",225.9404,26,"OUT013","High","Tier 3","Supermarket Type1",4950.8888
"K01","DR",7.63,"Low Fat",0.06105276,"Soft Drinks",95.4436,9,"OUT035","Small","Tier 2","Supermarket Type1",1418.154
"G28","FD",9.285,"Regular",0.049559042,"Frozen Foods",246.4144,6,"OUT017","Small","Tier 2","Supermarket Type1",1225.072
"Y38","FD",13.6,"Regular",0.119418124,"Dairy",231.03,11,"OUT045","Small","Tier 2","Supermarket Type1",5359.69
"N01","FD",8.895,"Low Fat",0.072545601,"Breakfast",176.237,11,"OUT045","Small","Tier 2","Supermarket Type1",1764.37
"R54","NC",16.35,"Low Fat",0.090486828,"Household",195.211,26,"OUT013","High","Tier 3","Supermarket Type1",2553.343
"G29","FD",17.6,"Low Fat",0.056245075,"Frozen Foods",43.3454,26,"OUT013","High","Tier 3","Supermarket Type1",1006.6896
"G24","FD",7.975,"Low Fat",0.014618973,"Baking Goods",85.225,26,"OUT013","High","Tier 3","Supermarket Type1",1081.925
"G59","FD",15.85,"Low Fat",0.043479126,"Starchy Foods",36.7164,6,"OUT017","Small","Tier 2","Supermarket Type1",308.9312
"M28","FD",15.7,"Low Fat",0.045166237,"Frozen Foods",178.666,26,"OUT013","High","Tier 3","Supermarket Type1",2516.724
"W04","FD",8.985,"Regular",0.057827101,"Frozen Foods",128.831,16,"OUT046","Small","Tier 1","Supermarket Type1",1428.141
"S26","FD",20.35,"Low Fat",0.089394766,"Dairy",260.1594,26,"OUT013","High","Tier 3","Supermarket Type1",2093.2752
"Q56","FD",6.59,"Low Fat",0.10550944,"Fruits and Vegetables",85.6908,26,"OUT013","High","Tier 3","Supermarket Type1",1929.4884
"K51","FD",19.85,"Low Fat",0.005234153,"Dairy",264.0884,9,"OUT035","Small","Tier 2","Supermarket Type1",5829.7448
"L22","FD",16.85,"Low Fat",0.036390174,"Snack Foods",91.4488,16,"OUT046","Small","Tier 1","Supermarket Type1",2082.6224
"H19","FD",12.8173442136499,"Low Fat",0.03292824,"Meat",173.1738,28,"OUT027","Medium","Tier 3","Supermarket Type3",7298.4996
"Y55","FD",16.75,"Low Fat",0.081252534,"Fruits and Vegetables",256.4988,26,"OUT013","High","Tier 3","Supermarket Type1",7452.9652
"Y03","FD",17.6,"Regular",0.076552407,"Meat",110.5202,6,"OUT017","Small","Tier 2","Supermarket Type1",450.0808
"K21","FD",7.905,"Low Fat",0.016758569,"Snack Foods",250.4408,15,"OUT010","Medium","Tier 3","Grocery Store",500.6816
"Z10","FD",12.9878795546559,"Low Fat",0.044248175,"Snack Foods",126.202,28,"OUT027","Medium","Tier 3","Supermarket Type3",3668.558
"Z32","FD",7.785,"Regular",0.038288087,"Fruits and Vegetables",103.1964,4,"OUT018","Medium","Tier 3","Supermarket Type2",736.3748
"Z18","NC",7.825,"Low Fat",0.186032678,"Household",253.0698,9,"OUT035","Small","Tier 2","Supermarket Type1",6088.0752
"F07","NC",13.3847364953887,"Low Fat",0.031867464,"Household",101.0016,28,"OUT027","Medium","Tier 3","Supermarket Type3",2125.2336
"E49","DR",20.75,"Low Fat",0.021370201,"Soft Drinks",153.0024,6,"OUT017","Small","Tier 2","Supermarket Type1",2277.036
"J08","FD",13.2247693817468,"Low Fat",0.193772568,"Fruits and Vegetables",190.3846,28,"OUT019","Small","Tier 1","Grocery Store",573.2538
"T39","FD",6.26,"Regular",0.009866049,"Meat",151.1366,9,"OUT035","Small","Tier 2","Supermarket Type1",2267.049
"E08","FD",18.2,"Low Fat",0.082551042,"Fruits and Vegetables",147.3734,15,"OUT010","Medium","Tier 3","Grocery Store",296.9468
"D06","NC",13,"Low Fat",0.099729888,"Household",46.306,4,"OUT018","Medium","Tier 3","Supermarket Type2",559.272
"B57","FD",20.25,"Regular",0.018801549,"Fruits and Vegetables",222.1772,9,"OUT035","Small","Tier 2","Supermarket Type1",5559.43
"T54","NC",8.695,"Low Fat",0.119721451,"Household",95.5094,14,"OUT049","Medium","Tier 1","Supermarket Type1",1237.7222
"F49","DR",7.27,"Low Fat",0.071222087,"Soft Drinks",113.5518,11,"OUT045","Small","Tier 2","Supermarket Type1",569.259
"M25","FD",12.768202247191,"Regular",0.060371962,"Breakfast",174.0712,28,"OUT027","Medium","Tier 3","Supermarket Type3",3866.9664
"F20","FD",12.85,"Low Fat",0.033287541,"Fruits and Vegetables",198.4768,11,"OUT045","Small","Tier 2","Supermarket Type1",1379.5376
"H27","FD",7.075,"Low Fat",0.05858462,"Dairy",142.7128,4,"OUT018","Medium","Tier 3","Supermarket Type2",1869.5664
"V60","FD",12.2771082089552,"Regular",0.11679292,"Baking Goods",196.211,28,"OUT027","Medium","Tier 3","Supermarket Type3",5499.508
"Y59","FD",8.195,"Low Fat",0.031452265,"Baking Goods",94.3462,14,"OUT049","Medium","Tier 1","Supermarket Type1",925.462
"K36","FD",7.09,"Low Fat",0.00721395,"Baking Goods",47.9034,9,"OUT035","Small","Tier 2","Supermarket Type1",583.2408
"M31","NC",6.095,"Low Fat",0.081196619,"Others",141.4154,16,"OUT046","Small","Tier 1","Supermarket Type1",1418.154
"E33","FD",19.35,"Regular",0.049916364,"Fruits and Vegetables",80.2644,6,"OUT017","Small","Tier 2","Supermarket Type1",942.7728
"U36","FD",6.15,"Low Fat",0.04627095,"Baking Goods",99.3384,16,"OUT046","Small","Tier 1","Supermarket Type1",2364.9216
"V13","FD",12.3057050092764,"Regular",0.02747716,"Canned",87.9856,28,"OUT027","Medium","Tier 3","Supermarket Type3",3251.7672
"V20","FD",13.2247693817468,"Regular",0.104704537,"Fruits and Vegetables",125.2678,28,"OUT019","Small","Tier 1","Grocery Store",254.3356
"Q54","NC",17.7,"Low Fat",0.012540003,"Household",167.0474,9,"OUT035","Small","Tier 2","Supermarket Type1",5895.659
"O23","FD",17.85,"Low Fat",0.147023834,"Breads",93.7436,4,"OUT018","Medium","Tier 3","Supermarket Type2",1134.5232
"E60","DR",9.395,"Low Fat",0.159657596,"Soft Drinks",224.972,11,"OUT045","Small","Tier 2","Supermarket Type1",7696.648
"P47","DR",15.75,"Low Fat",0.141398626,"Hard Drinks",250.5382,6,"OUT017","Small","Tier 2","Supermarket Type1",2775.7202
"B21","FD",7.475,"Low Fat",0.148821808,"Fruits and Vegetables",241.2854,11,"OUT045","Small","Tier 2","Supermarket Type1",5317.0788
"R04","FD",7.075,"Low Fat",0,"Frozen Foods",98.0068,4,"OUT018","Medium","Tier 3","Supermarket Type2",874.8612
"X23","FD",6.445,"Low Fat",0.029691762,"Baking Goods",92.6436,16,"OUT046","Small","Tier 1","Supermarket Type1",1039.9796
"X19","FD",19.1,"Low Fat",0.096715523,"Fruits and Vegetables",235.0958,9,"OUT035","Small","Tier 2","Supermarket Type1",3038.0454
"D40","FD",20.25,"Regular",0.014790559,"Dairy",193.6162,9,"OUT035","Small","Tier 2","Supermarket Type1",3848.324
"A01","FD",15,"Regular",0.054378253,"Canned",59.1904,16,"OUT046","Small","Tier 1","Supermarket Type1",527.3136
"S33","FD",6.67,"Regular",0.123428594,"Snack Foods",89.1514,16,"OUT046","Small","Tier 1","Supermarket Type1",2390.8878
"M50","FD",12.3057050092764,"Regular",0.029943463,"Canned",60.222,28,"OUT027","Medium","Tier 3","Supermarket Type3",1677.816
"B29","FD",16.7,"Regular",0.052368061,"Frozen Foods",112.7176,26,"OUT013","High","Tier 3","Supermarket Type1",801.6232
"F46","FD",7.07,"Low Fat",0.093861144,"Snack Foods",115.5834,11,"OUT045","Small","Tier 2","Supermarket Type1",1267.0174
"A33","FD",6.48,"Low Fat",0.033968647,"Snack Foods",148.0076,11,"OUT045","Small","Tier 2","Supermarket Type1",886.8456
"C08","FD",19,"Regular",0.173154079,"Fruits and Vegetables",228.272,15,"OUT010","Medium","Tier 3","Grocery Store",452.744
"B53","FD",13.35,"Low Fat",0.139735226,"Frozen Foods",147.5392,11,"OUT045","Small","Tier 2","Supermarket Type1",3877.6192
"Y31","FD",13.2247693817468,"Low Fat",0.043351896,"Fruits and Vegetables",146.6418,28,"OUT027","Medium","Tier 3","Supermarket Type3",4414.254
"Q35","DR",11.4003278688525,"Low Fat",0.042086652,"Hard Drinks",122.4388,28,"OUT027","Medium","Tier 3","Supermarket Type3",5448.9072
"X36","FD",9.695,"Regular",0.12848269,"Baking Goods",223.9404,14,"OUT049","Medium","Tier 1","Supermarket Type1",4950.8888
"D13","DR",15,"Low Fat",0.049357077,"Soft Drinks",62.6168,6,"OUT017","Small","Tier 2","Supermarket Type1",958.752
"C52","FD",11.15,"Regular",0.008326735,"Dairy",149.9708,6,"OUT017","Small","Tier 2","Supermarket Type1",1956.1204
"B45","FD",20.85,"Low Fat",0.021362955,"Fruits and Vegetables",103.2306,14,"OUT049","Medium","Tier 1","Supermarket Type1",2404.2038
"K19","NC",9.8,"Low Fat",0.151420934,"Others",194.3478,15,"OUT010","Medium","Tier 3","Grocery Store",387.4956
"V51","FD",16.35,"Low Fat",0.032511818,"Meat",165.0842,26,"OUT013","High","Tier 3","Supermarket Type1",994.7052
"Z35","FD",9.6,"Regular",0.022323658,"Breads",101.299,11,"OUT045","Small","Tier 2","Supermarket Type1",1754.383
"W17","NC",13.1423139534884,"Low Fat",0.019292355,"Health and Hygiene",129.9994,28,"OUT027","Medium","Tier 3","Supermarket Type3",3340.9844
"V59","FD",13.35,"Low Fat",0.048124443,"Breads",216.7166,11,"OUT045","Small","Tier 2","Supermarket Type1",3918.8988
"H39","DR",20.7,"Low Fat",0.09261307,"Dairy",76.367,26,"OUT013","High","Tier 3","Supermarket Type1",306.268
"N60","FD",12.2771082089552,"Low Fat",0.094697274,"Baking Goods",158.4604,28,"OUT027","Medium","Tier 3","Supermarket Type3",4278.4308
"U55","FD",16.2,"Low Fat",0.035984104,"Fruits and Vegetables",260.6278,11,"OUT045","Small","Tier 2","Supermarket Type1",4425.5726
"N58","FD",12.9878795546559,"Regular",0.056596985,"Snack Foods",230.9984,28,"OUT027","Medium","Tier 3","Supermarket Type3",9267.936
"C41","FD",12.867061281337,"Low Fat",0.2047,"Frozen Foods",76.867,28,"OUT019","Small","Tier 1","Grocery Store",229.701
"O01","FD",12.768202247191,"Regular",0.020618324,"Breakfast",129.3994,28,"OUT027","Medium","Tier 3","Supermarket Type3",2055.9904
"O43","NC",5.5,"Low Fat",0.04709821,"Others",101.3016,16,"OUT046","Small","Tier 1","Supermarket Type1",3339.6528
"Q07","FD",15.1,"Regular",0.087584126,"Fruits and Vegetables",221.7456,11,"OUT045","Small","Tier 2","Supermarket Type1",6410.3224
"F28","FD",15.7,"Regular",0.038078899,"Frozen Foods",122.9046,6,"OUT017","Small","Tier 2","Supermarket Type1",1992.0736
"M01","FD",7.895,"Regular",0.095102092,"Breakfast",104.4332,6,"OUT017","Small","Tier 2","Supermarket Type1",2870.9296
"Y49","FD",12.3057050092764,"Regular",0.011953902,"Canned",164.5184,28,"OUT027","Medium","Tier 3","Supermarket Type3",2807.0128
"R24","FD",17.35,"Regular",0.062799379,"Baking Goods",88.183,26,"OUT013","High","Tier 3","Supermarket Type1",539.298
"Y18","NC",7.285,"Low Fat",0.031125709,"Household",174.3054,26,"OUT013","High","Tier 3","Supermarket Type1",4377.635
"Y30","NC",20.25,"Low Fat",0.026005891,"Household",180.9976,11,"OUT045","Small","Tier 2","Supermarket Type1",2716.464
"J22","FD",12.9878795546559,"Low Fat",0.09246392,"Snack Foods",190.9504,28,"OUT019","Small","Tier 1","Grocery Store",383.5008
"I37","DR",15.85,"Low Fat",0.107765165,"Soft Drinks",59.5904,14,"OUT049","Medium","Tier 1","Supermarket Type1",703.0848
"L27","FD",6.17,"Low Fat",0.010647477,"Meat",66.3826,14,"OUT049","Medium","Tier 1","Supermarket Type1",1937.478
"O30","NC",19.5,"Low Fat",0.015749341,"Household",182.2608,14,"OUT049","Medium","Tier 1","Supermarket Type1",3307.6944
"B07","NC",19.2,"Low Fat",0.077628053,"Household",197.611,14,"OUT049","Medium","Tier 1","Supermarket Type1",3142.576
"X25","FD",16.7,"Low Fat",0,"Canned",181.2292,4,"OUT018","Medium","Tier 3","Supermarket Type2",2554.0088
"P59","FD",20.85,"Regular",0.056695731,"Breads",104.0648,4,"OUT018","Medium","Tier 3","Supermarket Type2",1869.5664
"R59","FD",14.5,"Regular",0.063993068,"Breads",260.4594,11,"OUT045","Small","Tier 2","Supermarket Type1",5494.8474
"T27","FD",11.395,"Regular",0.069529262,"Meat",233.1616,26,"OUT013","High","Tier 3","Supermarket Type1",6093.4016
"I01","DR",7.97,"Low Fat",0.034452949,"Soft Drinks",174.0422,16,"OUT046","Small","Tier 1","Supermarket Type1",2586.633
"U09","FD",7.71,"Regular",0.06670068,"Snack Foods",55.2956,14,"OUT049","Medium","Tier 1","Supermarket Type1",1255.6988
"H26","FD",19.25,"Regular",0.034699737,"Canned",141.7496,16,"OUT046","Small","Tier 1","Supermarket Type1",4093.3384
"H27","FD",7.075,"Low Fat",0.058346939,"Dairy",142.2128,16,"OUT046","Small","Tier 1","Supermarket Type1",3163.8816
"N39","FD",12.8173442136499,"Regular",0.065203103,"Meat",166.0816,28,"OUT027","Medium","Tier 3","Supermarket Type3",5033.448
"H40","FD",11.6,"Regular",0.078929571,"Frozen Foods",79.9276,16,"OUT046","Small","Tier 1","Supermarket Type1",1137.1864
"J56","FD",13.2247693817468,"Low Fat",0.182514881,"Fruits and Vegetables",98.77,28,"OUT027","Medium","Tier 3","Supermarket Type3",2696.49
"N47","DR",12.1,"Low Fat",0.016895293,"Hard Drinks",178.566,4,"OUT018","Medium","Tier 3","Supermarket Type2",898.83
"O17","NC",10,"Low Fat",0.073379745,"Health and Hygiene",118.244,16,"OUT046","Small","Tier 1","Supermarket Type1",2756.412
"X60","FD",14.35,"Low Fat",0.08075758,"Baking Goods",81.896,11,"OUT045","Small","Tier 2","Supermarket Type1",878.856
"T22","FD",10.395,"Low Fat",0.112271498,"Snack Foods",58.222,14,"OUT049","Medium","Tier 1","Supermarket Type1",659.142
"X26","FD",13.4260689045936,"Low Fat",0.153741385,"Dairy",182.6292,28,"OUT019","Small","Tier 1","Grocery Store",182.4292
"G45","FD",8.1,"Low Fat",0.127929521,"Fruits and Vegetables",211.4902,26,"OUT013","High","Tier 3","Supermarket Type1",3610.6334
"D44","FD",8.05,"Regular",0.07838564,"Fruits and Vegetables",256.4646,9,"OUT035","Small","Tier 2","Supermarket Type1",5153.292
"S15","FD",9.195,"Regular",0.078502143,"Meat",108.7596,6,"OUT017","Small","Tier 2","Supermarket Type1",2588.6304
"L51","FD",20.7,"Regular",0.047684831,"Dairy",212.5876,4,"OUT018","Medium","Tier 3","Supermarket Type2",1286.3256
"L32","FD",15.7,"Regular",0.123159656,"Fruits and Vegetables",110.1544,6,"OUT017","Small","Tier 2","Supermarket Type1",1230.3984
"Z07","FD",13.2247693817468,"Regular",0,"Fruits and Vegetables",60.2194,28,"OUT027","Medium","Tier 3","Supermarket Type3",1733.7432
"W53","NC",13.1423139534884,"Low Fat",0.053392944,"Health and Hygiene",193.8162,28,"OUT019","Small","Tier 1","Grocery Store",384.8324
"A54","NC",16.5,"Low Fat",0.036715907,"Household",180.0318,11,"OUT045","Small","Tier 2","Supermarket Type1",3969.4996
